Municipality,IBGE.Code,IBGE.Code6,State,Region,Koppen,Altitude
Virgolândia,3171907,317190,MG,Sudeste,Aw,527
Visconde do Rio Branco,3172004,317200,MG,Sudeste,Cwa,404
Volta Grande,3172103,317210,MG,Sudeste,Cwa,270
Wenceslau Braz,3172202,317220,MG,Sudeste,Cwb,1235
Afonso Cláudio,3200102,320010,ES,Sudeste,Cfa,682
Águia Branca,3200136,320013,ES,Sudeste,Aw,290
Água Doce do Norte,3200169,320016,ES,Sudeste,Aw,439
Alegre,3200201,320020,ES,Sudeste,Cfa,503
Alfredo Chaves,3200300,320030,ES,Sudeste,Cfa,657
Alto Rio Novo,3200359,320035,ES,Sudeste,Cfa,589
Anchieta,3200409,320040,ES,Sudeste,Aw,70
Apiacá,3200508,320050,ES,Sudeste,Cfa,360
Aracruz,3200607,320060,ES,Sudeste,Aw,41
Atilio Vivacqua,3200706,320070,ES,Sudeste,Aw,190
Baixo Guandu,3200805,320080,ES,Sudeste,Aw,341
Barra de São Francisco,3200904,320090,ES,Sudeste,Aw,291
Boa Esperança,3201001,320100,ES,Sudeste,Aw,133
Bom Jesus do Norte,3201100,320110,ES,Sudeste,Aw,248
Brejetuba,3201159,320115,ES,Sudeste,Cfb,918
Cachoeiro de Itapemirim,3201209,320120,ES,Sudeste,Aw,192
Cariacica,3201308,320130,ES,Sudeste,Am,194
Castelo,3201407,320140,ES,Sudeste,Cfb,575
Colatina,3201506,320150,ES,Sudeste,Aw,190
Conceição da Barra,3201605,320160,ES,Sudeste,Af,39
Conceição do Castelo,3201704,320170,ES,Sudeste,Cfb,802
Divino de São Lourenço,3201803,320180,ES,Sudeste,Cwb,942
Domingos Martins,3201902,320190,ES,Sudeste,Cfb,873
Dores do Rio Preto,3202009,320200,ES,Sudeste,Cwb,995
Ecoporanga,3202108,320210,ES,Sudeste,Aw,292
Fundão,3202207,320220,ES,Sudeste,Am,124
Governador Lindenberg,3202256,320225,ES,Sudeste,Aw,233
Guaçuí,3202306,320230,ES,Sudeste,Cfa,727
Guarapari,3202405,320240,ES,Sudeste,Am,188
Ibatiba,3202454,320245,ES,Sudeste,Cwb,877
Ibiraçu,3202504,320250,ES,Sudeste,Aw,272
Ibitirama,3202553,320255,ES,Sudeste,Cwb,1145
Iconha,3202603,320260,ES,Sudeste,Cfa,374
Irupi,3202652,320265,ES,Sudeste,Cwb,864
Itaguaçu,3202702,320270,ES,Sudeste,Aw,331
Itapemirim,3202801,320280,ES,Sudeste,Aw,31
Itarana,3202900,320290,ES,Sudeste,Cfb,617
Iúna,3203007,320300,ES,Sudeste,Cwb,968
Jaguaré,3203056,320305,ES,Sudeste,Aw,50
Jerônimo Monteiro,3203106,320310,ES,Sudeste,Aw,293
João Neiva,3203130,320313,ES,Sudeste,Aw,242
Laranja da Terra,3203163,320316,ES,Sudeste,Aw,373
Linhares,3203205,320320,ES,Sudeste,Aw,45
Mantenópolis,3203304,320330,ES,Sudeste,Cfa,619
Marataízes,3203320,320332,ES,Sudeste,Aw,22
Marechal Floriano,3203346,320334,ES,Sudeste,Cfb,786
Marilândia,3203353,320335,ES,Sudeste,Aw,165
Mimoso do Sul,3203403,320340,ES,Sudeste,Aw,268
Montanha,3203502,320350,ES,Sudeste,Am,149
Mucurici,3203601,320360,ES,Sudeste,Aw,237
Muniz Freire,3203700,320370,ES,Sudeste,Cfa,759
Muqui,3203809,320380,ES,Sudeste,Cfa,455
Nova Venécia,3203908,320390,ES,Sudeste,Aw,181
Pancas,3204005,320400,ES,Sudeste,Aw,339
Pedro Canário,3204054,320405,ES,Sudeste,Af,81
Pinheiros,3204104,320410,ES,Sudeste,Am,117
Piúma,3204203,320420,ES,Sudeste,Aw,20
Ponto Belo,3204252,320425,ES,Sudeste,Aw,210
Presidente Kennedy,3204302,320430,ES,Sudeste,Aw,39
Rio Bananal,3204351,320435,ES,Sudeste,Aw,147
Rio Novo do Sul,3204401,320440,ES,Sudeste,Aw,253
Santa Leopoldina,3204500,320450,ES,Sudeste,Cfa,452
Santa Maria de Jetibá,3204559,320455,ES,Sudeste,Cfb,901
Santa Teresa,3204609,320460,ES,Sudeste,Cfb,606
São Domingos do Norte,3204658,320465,ES,Sudeste,Aw,194
São Gabriel da Palha,3204708,320470,ES,Sudeste,Aw,177
São José do Calçado,3204807,320480,ES,Sudeste,Cfa,500
São Mateus,3204906,320490,ES,Sudeste,Aw,65
São Roque do Canaã,3204955,320495,ES,Sudeste,Aw,299
Serra,3205002,320500,ES,Sudeste,Am,45
Sooretama,3205010,320501,ES,Sudeste,Aw,79
Vargem Alta,3205036,320503,ES,Sudeste,Cfb,721
Venda Nova do Imigrante,3205069,320506,ES,Sudeste,Cfb,947
Viana,3205101,320510,ES,Sudeste,Am,161
Vila Pavão,3205150,320515,ES,Sudeste,Aw,194
Vila Valério,3205176,320517,ES,Sudeste,Aw,143
Vila Velha,3205200,320520,ES,Sudeste,Am,16
Vitória,3205309,320530,ES,Sudeste,Am,22
Angra dos Reis,3300100,330010,RJ,Sudeste,Cfa,395
Aperibé,3300159,330015,RJ,Sudeste,Aw,113
Araruama,3300209,330020,RJ,Sudeste,Aw,28
Areal,3300225,330022,RJ,Sudeste,Cfa,610
Armação dos Búzios,3300233,330023,RJ,Sudeste,Aw,19
Arraial do Cabo,3300258,330025,RJ,Sudeste,Aw,4
Barra do Piraí,3300308,330030,RJ,Sudeste,Cwa,507
Barra Mansa,3300407,330040,RJ,Sudeste,Cwa,508
Belford Roxo,3300456,330045,RJ,Sudeste,Am,24
Bom Jardim,3300506,330050,RJ,Sudeste,Cwb,815
Bom Jesus do Itabapoana,3300605,330060,RJ,Sudeste,Aw,347
Cabo Frio,3300704,330070,RJ,Sudeste,Aw,11
Cachoeiras de Macacu,3300803,330080,RJ,Sudeste,Aw,273
Cambuci,3300902,330090,RJ,Sudeste,Aw,255
Carapebus,3300936,330093,RJ,Sudeste,Aw,25
Comendador Levy Gasparian,3300951,330095,RJ,Sudeste,Cwa,464
Campos dos Goytacazes,3301009,330100,RJ,Sudeste,Aw,75
Cantagalo,3301108,330110,RJ,Sudeste,Cwa,392
Cardoso Moreira,3301157,330115,RJ,Sudeste,Aw,92
Carmo,3301207,330120,RJ,Sudeste,Cwa,393
Casimiro de Abreu,3301306,330130,RJ,Sudeste,Aw,142
Conceição de Macabu,3301405,330140,RJ,Sudeste,Aw,159
Cordeiro,3301504,330150,RJ,Sudeste,Cwa,560
Duas Barras,3301603,330160,RJ,Sudeste,Cwb,773
Duque de Caxias,3301702,330170,RJ,Sudeste,Af,139
Engenheiro Paulo de Frontin,3301801,330180,RJ,Sudeste,Cfa,516
Guapimirim,3301850,330185,RJ,Sudeste,Am,149
Iguaba Grande,3301876,330187,RJ,Sudeste,Aw,21
Itaboraí,3301900,330190,RJ,Sudeste,Aw,49
Itaguaí,3302007,330200,RJ,Sudeste,Aw,171
Italva,3302056,330205,RJ,Sudeste,Aw,118
Itaocara,3302106,330210,RJ,Sudeste,Aw,145
Itaperuna,3302205,330220,RJ,Sudeste,Aw,193
Itatiaia,3302254,330225,RJ,Sudeste,Cwa,986
Japeri,3302270,330227,RJ,Sudeste,Am,44
Laje do Muriaé,3302304,330230,RJ,Sudeste,Aw,329
Macaé,3302403,330240,RJ,Sudeste,Aw,237
Macuco,3302452,330245,RJ,Sudeste,Cfa,417
Magé,3302502,330250,RJ,Sudeste,Am,173
Mangaratiba,3302601,330260,RJ,Sudeste,Cfa,336
Maricá,3302700,330270,RJ,Sudeste,Aw,63
Mendes,3302809,330280,RJ,Sudeste,Cfa,504
Mesquita,3302858,330285,RJ,Sudeste,Am,195
Miguel Pereira,3302908,330290,RJ,Sudeste,Cfb,680
Miracema,3303005,330300,RJ,Sudeste,Aw,244
Natividade,3303104,330310,RJ,Sudeste,Aw,295
Nilópolis,3303203,330320,RJ,Sudeste,Aw,26
Niterói,3303302,330330,RJ,Sudeste,Am,75
Nova Friburgo,3303401,330340,RJ,Sudeste,Cwb,1089
Nova Iguaçu,3303500,330350,RJ,Sudeste,Af,215
Paracambi,3303609,330360,RJ,Sudeste,Aw,161
Paraíba do Sul,3303708,330370,RJ,Sudeste,Cwa,522
Paraty,3303807,330380,RJ,Sudeste,Cfb,561
Paty do Alferes,3303856,330385,RJ,Sudeste,Cfa,673
Petrópolis,3303906,330390,RJ,Sudeste,Cfb,1001
Pinheiral,3303955,330395,RJ,Sudeste,Cwa,441
Piraí,3304003,330400,RJ,Sudeste,Cfa,448
Porciúncula,3304102,330410,RJ,Sudeste,Cwa,542
Porto Real,3304110,330411,RJ,Sudeste,Cwa,430
Quatis,3304128,330412,RJ,Sudeste,Cwa,541
Queimados,3304144,330414,RJ,Sudeste,Am,39
Quissamã,3304151,330415,RJ,Sudeste,Aw,9
Resende,3304201,330420,RJ,Sudeste,Cwa,701
Rio Bonito,3304300,330430,RJ,Sudeste,Aw,156
Rio Claro,3304409,330440,RJ,Sudeste,Cwa,677
Rio das Flores,3304508,330450,RJ,Sudeste,Cwa,538
Rio das Ostras,3304524,330452,RJ,Sudeste,Aw,36
Rio de Janeiro,3304557,330455,RJ,Sudeste,Am,85
Santa Maria Madalena,3304607,330460,RJ,Sudeste,Aw,385
Santo Antônio de Pádua,3304706,330470,RJ,Sudeste,Aw,175
São Francisco de Itabapoana,3304755,330475,RJ,Sudeste,Aw,24
São Fidélis,3304805,330480,RJ,Sudeste,Aw,282
São Gonçalo,3304904,330490,RJ,Sudeste,Aw,57
São João da Barra,3305000,330500,RJ,Sudeste,Aw,4
São João de Meriti,3305109,330510,RJ,Sudeste,Am,30
São José de Ubá,3305133,330513,RJ,Sudeste,Aw,238
São José do Vale do Rio Preto,3305158,330515,RJ,Sudeste,Cwb,789
São Pedro da Aldeia,3305208,330520,RJ,Sudeste,Aw,22
São Sebastião do Alto,3305307,330530,RJ,Sudeste,Aw,251
Sapucaia,3305406,330540,RJ,Sudeste,Cwa,588
Saquarema,3305505,330550,RJ,Sudeste,Aw,57
Seropédica,3305554,330555,RJ,Sudeste,Aw,40
Silva Jardim,3305604,330560,RJ,Sudeste,Aw,140
Sumidouro,3305703,330570,RJ,Sudeste,Cwb,829
Tanguá,3305752,330575,RJ,Sudeste,Aw,145
Teresópolis,3305802,330580,RJ,Sudeste,Cfb,1055
Trajano de Moraes,3305901,330590,RJ,Sudeste,Cfb,767
Três Rios,3306008,330600,RJ,Sudeste,Cwa,425
Valença,3306107,330610,RJ,Sudeste,Cwa,639
Varre-Sai,3306156,330615,RJ,Sudeste,Cfa,681
Vassouras,3306206,330620,RJ,Sudeste,Cwa,517
Volta Redonda,3306305,330630,RJ,Sudeste,Cwa,454
Adamantina,3500105,350010,SP,Sudeste,Aw,388
Adolfo,3500204,350020,SP,Sudeste,Aw,401
Aguaí,3500303,350030,SP,Sudeste,Cwa,652
Águas da Prata,3500402,350040,SP,Sudeste,Cwb,1188
Águas de Lindóia,3500501,350050,SP,Sudeste,Cwb,904
Águas de Santa Bárbara,3500550,350055,SP,Sudeste,Cfa,635
Águas de São Pedro,3500600,350060,SP,Sudeste,Cfa,494
Agudos,3500709,350070,SP,Sudeste,Cfa,603
Alambari,3500758,350075,SP,Sudeste,Cfa,607
Alfredo Marcondes,3500808,350080,SP,Sudeste,Aw,393
Altair,3500907,350090,SP,Sudeste,Aw,501
Altinópolis,3501004,350100,SP,Sudeste,Cwa,741
Alto Alegre,3501103,350110,SP,Sudeste,Aw,434
Alumínio,3501152,350115,SP,Sudeste,Cfb,834
Álvares Florence,3501202,350120,SP,Sudeste,Aw,474
Álvares Machado,3501301,350130,SP,Sudeste,Aw,402
Álvaro de Carvalho,3501400,350140,SP,Sudeste,Cfa,528
Alvinlândia,3501509,350150,SP,Sudeste,Cfa,580
Americana,3501608,350160,SP,Sudeste,Cfa,573
Américo Brasiliense,3501707,350170,SP,Sudeste,Cwa,636
Américo de Campos,3501806,350180,SP,Sudeste,Aw,480
Amparo,3501905,350190,SP,Sudeste,Cfb,797
Analândia,3502002,350200,SP,Sudeste,Cwa,793
Andradina,3502101,350210,SP,Sudeste,Aw,363
Angatuba,3502200,350220,SP,Sudeste,Cfa,648
Anhembi,3502309,350230,SP,Sudeste,Cfa,517
Anhumas,3502408,350240,SP,Sudeste,Cfa,424
Aparecida,3502507,350250,SP,Sudeste,Cwa,773
Aparecida d'Oeste,3502606,350260,SP,Sudeste,Aw,372
Apiaí,3502705,350270,SP,Sudeste,Cfb,867
Araçariguama,3502754,350275,SP,Sudeste,Cfb,762
Araçatuba,3502804,350280,SP,Sudeste,Aw,380
Araçoiaba da Serra,3502903,350290,SP,Sudeste,Cfa,618
Aramina,3503000,350300,SP,Sudeste,Aw,571
Arandu,3503109,350310,SP,Sudeste,Cfa,622
Arapeí,3503158,350315,SP,Sudeste,Cwa,836
Araraquara,3503208,350320,SP,Sudeste,Cwa,640
Araras,3503307,350330,SP,Sudeste,Cwa,654
Arco-íris,3503356,350335,SP,Sudeste,Aw,417
Arealva,3503406,350340,SP,Sudeste,Cfa,505
Areias,3503505,350350,SP,Sudeste,Cwa,1031
Areiópolis,3503604,350360,SP,Sudeste,Cfa,622
Ariranha,3503703,350370,SP,Sudeste,Cwa,564
Artur Nogueira,3503802,350380,SP,Sudeste,Cwa,615
Arujá,3503901,350390,SP,Sudeste,Cfb,772
Aspásia,3503950,350395,SP,Sudeste,Aw,429
Assis,3504008,350400,SP,Sudeste,Cfa,535
Atibaia,3504107,350410,SP,Sudeste,Cfb,845
Auriflama,3504206,350420,SP,Sudeste,Aw,408
Avaí,3504305,350430,SP,Sudeste,Cfa,500
Avanhandava,3504404,350440,SP,Sudeste,Aw,430
Avaré,3504503,350450,SP,Sudeste,Cfa,703
Bady Bassitt,3504602,350460,SP,Sudeste,Aw,488
Balbinos,3504701,350470,SP,Sudeste,Cfa,478
Bálsamo,3504800,350480,SP,Sudeste,Aw,536
Bananal,3504909,350490,SP,Sudeste,Cfb,935
Barão de Antonina,3505005,350500,SP,Sudeste,Cfa,538
Barbosa,3505104,350510,SP,Sudeste,Aw,392
Bariri,3505203,350520,SP,Sudeste,Cwa,483
Barra Bonita,3505302,350530,SP,Sudeste,Cfa,524
Barra do Chapéu,3505351,350535,SP,Sudeste,Cfb,816
Barra do Turvo,3505401,350540,SP,Sudeste,Cfb,630
Barretos,3505500,350550,SP,Sudeste,Aw,524
Barrinha,3505609,350560,SP,Sudeste,Cwa,553
Barueri,3505708,350570,SP,Sudeste,Cfb,780
Bastos,3505807,350580,SP,Sudeste,Aw,426
Batatais,3505906,350590,SP,Sudeste,Cwa,803
Bauru,3506003,350600,SP,Sudeste,Cfa,532
Bebedouro,3506102,350610,SP,Sudeste,Cwa,575
Bento de Abreu,3506201,350620,SP,Sudeste,Aw,391
Bernardino de Campos,3506300,350630,SP,Sudeste,Cfa,608
Bertioga,3506359,350635,SP,Sudeste,Af,249
Bilac,3506409,350640,SP,Sudeste,Aw,440
Birigui,3506508,350650,SP,Sudeste,Aw,408
Biritiba-Mirim,3506607,350660,SP,Sudeste,Cfb,795
Boa Esperança do Sul,3506706,350670,SP,Sudeste,Cwa,516
Bocaina,3506805,350680,SP,Sudeste,Cwa,536
Bofete,3506904,350690,SP,Sudeste,Cfa,617
Boituva,3507001,350700,SP,Sudeste,Cfa,573
Bom Jesus dos Perdões,3507100,350710,SP,Sudeste,Cfb,976
Bom Sucesso de Itararé,3507159,350715,SP,Sudeste,Cfb,961
Borá,3507209,350720,SP,Sudeste,Cfa,485
Boracéia,3507308,350730,SP,Sudeste,Cwa,477
Borborema,3507407,350740,SP,Sudeste,Aw,443
Borebi,3507456,350745,SP,Sudeste,Cfa,659
Botucatu,3507506,350750,SP,Sudeste,Cfa,692
Bragança Paulista,3507605,350760,SP,Sudeste,Cfb,858
Braúna,3507704,350770,SP,Sudeste,Aw,446
Brejo Alegre,3507753,350775,SP,Sudeste,Aw,386
Brodowski,3507803,350780,SP,Sudeste,Cwa,676
Brotas,3507902,350790,SP,Sudeste,Cwa,708
Buri,3508009,350800,SP,Sudeste,Cfa,652
Buritama,3508108,350810,SP,Sudeste,Aw,382
Buritizal,3508207,350820,SP,Sudeste,Cwa,767
Cabrália Paulista,3508306,350830,SP,Sudeste,Cfa,565
Cabreúva,3508405,350840,SP,Sudeste,Cfb,808
Caçapava,3508504,350850,SP,Sudeste,Cfa,634
Cachoeira Paulista,3508603,350860,SP,Sudeste,Cwa,684
Caconde,3508702,350870,SP,Sudeste,Cwb,917
Cafelândia,3508801,350880,SP,Sudeste,Aw,454
Caiabu,3508900,350890,SP,Sudeste,Aw,377
Caieiras,3509007,350900,SP,Sudeste,Cfb,856
Caiuá,3509106,350910,SP,Sudeste,Aw,336
Cajamar,3509205,350920,SP,Sudeste,Cfb,802
Cajati,3509254,350925,SP,Sudeste,Cfa,369
Cajobi,3509304,350930,SP,Sudeste,Aw,518
Cajuru,3509403,350940,SP,Sudeste,Cwa,718
Campina do Monte Alegre,3509452,350945,SP,Sudeste,Cfa,626
Campinas,3509502,350950,SP,Sudeste,Cfa,670
Campo Limpo Paulista,3509601,350960,SP,Sudeste,Cfb,837
Campos do Jordão,3509700,350970,SP,Sudeste,Cfb,1601
Campos Novos Paulista,3509809,350980,SP,Sudeste,Cfa,527
Cananéia,3509908,350990,SP,Sudeste,Cfa,104
Canas,3509957,350995,SP,Sudeste,Cwa,589
Cândido Mota,3510005,351000,SP,Sudeste,Cfa,433
Cândido Rodrigues,3510104,351010,SP,Sudeste,Cwa,553
Canitar,3510153,351015,SP,Sudeste,Cfa,465
Capão Bonito,3510203,351020,SP,Sudeste,Cfa,732
Capela do Alto,3510302,351030,SP,Sudeste,Cfa,586
Capivari,3510401,351040,SP,Sudeste,Cfa,571
Caraguatatuba,3510500,351050,SP,Sudeste,Cfa,351
Carapicuíba,3510609,351060,SP,Sudeste,Cfb,780
Cardoso,3510708,351070,SP,Sudeste,Aw,426
Casa Branca,3510807,351080,SP,Sudeste,Cwa,659
Cássia dos Coqueiros,3510906,351090,SP,Sudeste,Cwb,940
Castilho,3511003,351100,SP,Sudeste,Aw,316
Catanduva,3511102,351110,SP,Sudeste,Cwa,533
Catiguá,3511201,351120,SP,Sudeste,Aw,532
Cedral,3511300,351130,SP,Sudeste,Aw,520
Cerqueira César,3511409,351140,SP,Sudeste,Cfa,676
Cerquilho,3511508,351150,SP,Sudeste,Cfa,558
Cesário Lange,3511607,351160,SP,Sudeste,Cfa,582
Charqueada,3511706,351170,SP,Sudeste,Cwa,560
Clementina,3511904,351190,SP,Sudeste,Aw,425
Colina,3512001,351200,SP,Sudeste,Aw,564
Colômbia,3512100,351210,SP,Sudeste,Aw,502
Conchal,3512209,351220,SP,Sudeste,Cwa,638
Conchas,3512308,351230,SP,Sudeste,Cfa,511
Cordeirópolis,3512407,351240,SP,Sudeste,Cwa,675
Coroados,3512506,351250,SP,Sudeste,Aw,428
Coronel Macedo,3512605,351260,SP,Sudeste,Cfa,601
Corumbataí,3512704,351270,SP,Sudeste,Cwa,682
Cosmópolis,3512803,351280,SP,Sudeste,Cfa,576
Cosmorama,3512902,351290,SP,Sudeste,Aw,485
Cotia,3513009,351300,SP,Sudeste,Cfb,906
Cravinhos,3513108,351310,SP,Sudeste,Cwa,659
Cristais Paulista,3513207,351320,SP,Sudeste,Cwb,880
Cruzália,3513306,351330,SP,Sudeste,Cfa,382
Cruzeiro,3513405,351340,SP,Sudeste,Cwa,766
Cubatão,3513504,351350,SP,Sudeste,Af,113
Cunha,3513603,351360,SP,Sudeste,Cfb,1084
Descalvado,3513702,351370,SP,Sudeste,Cwa,700
Diadema,3513801,351380,SP,Sudeste,Cfb,796
Dirce Reis,3513850,351385,SP,Sudeste,Aw,387
Divinolândia,3513900,351390,SP,Sudeste,Cwb,1194
Dobrada,3514007,351400,SP,Sudeste,Cwa,605
Dois Córregos,3514106,351410,SP,Sudeste,Cfa,637
Dolcinópolis,3514205,351420,SP,Sudeste,Aw,450
Dourado,3514304,351430,SP,Sudeste,Cfa,567
Dracena,3514403,351440,SP,Sudeste,Aw,351
Duartina,3514502,351450,SP,Sudeste,Cfa,561
Dumont,3514601,351460,SP,Sudeste,Cwa,594
Echaporã,3514700,351470,SP,Sudeste,Cfa,543
Eldorado,3514809,351480,SP,Sudeste,Cfa,304
Elias Fausto,3514908,351490,SP,Sudeste,Cfa,577
Elisiário,3514924,351492,SP,Sudeste,Aw,485
Embaúba,3514957,351495,SP,Sudeste,Aw,518
Embu,3515004,351500,SP,Sudeste,Cfb,819
Embu-Guaçu,3515103,351510,SP,Sudeste,Cfb,789
Emilianópolis,3515129,351512,SP,Sudeste,Aw,348
Engenheiro Coelho,3515152,351515,SP,Sudeste,Cwa,638
Espírito Santo do Pinhal,3515186,351518,SP,Sudeste,Cwb,800
Espírito Santo do Turvo,3515194,351519,SP,Sudeste,Cfa,535
Estrela d'Oeste,3515202,351520,SP,Sudeste,Aw,457
Estrela do Norte,3515301,351530,SP,Sudeste,Cfa,369
Euclides da Cunha Paulista,3515350,351535,SP,Sudeste,Aw,329
Fartura,3515400,351540,SP,Sudeste,Cfa,548
Fernandópolis,3515509,351550,SP,Sudeste,Aw,465
Fernando Prestes,3515608,351560,SP,Sudeste,Cwa,543
Fernão,3515657,351565,SP,Sudeste,Cfa,562
Ferraz de Vasconcelos,3515707,351570,SP,Sudeste,Cfb,802
Flora Rica,3515806,351580,SP,Sudeste,Aw,342
Floreal,3515905,351590,SP,Sudeste,Aw,458
Flórida Paulista,3516002,351600,SP,Sudeste,Aw,373
Florínia,3516101,351610,SP,Sudeste,Cfa,371
Franca,3516200,351620,SP,Sudeste,Cwb,909
Francisco Morato,3516309,351630,SP,Sudeste,Cfb,827
Franco da Rocha,3516408,351640,SP,Sudeste,Cfb,813
Gabriel Monteiro,3516507,351650,SP,Sudeste,Aw,426
Gália,3516606,351660,SP,Sudeste,Cfa,592
Garça,3516705,351670,SP,Sudeste,Cfa,601
Gastão Vidigal,3516804,351680,SP,Sudeste,Aw,410
Gavião Peixoto,3516853,351685,SP,Sudeste,Cwa,546
General Salgado,3516903,351690,SP,Sudeste,Aw,429
Getulina,3517000,351700,SP,Sudeste,Aw,446
Glicério,3517109,351710,SP,Sudeste,Aw,400
Guaiçara,3517208,351720,SP,Sudeste,Aw,432
Guaimbê,3517307,351730,SP,Sudeste,Cfa,477
Guaíra,3517406,351740,SP,Sudeste,Aw,504
Guapiaçu,3517505,351750,SP,Sudeste,Aw,520
Guapiara,3517604,351760,SP,Sudeste,Cfb,853
Guará,3517703,351770,SP,Sudeste,Cwa,645
Guaraçaí,3517802,351780,SP,Sudeste,Aw,371
Guaraci,3517901,351790,SP,Sudeste,Aw,487
Guarani d'Oeste,3518008,351800,SP,Sudeste,Aw,470
Guarantã,3518107,351810,SP,Sudeste,Cfa,479
Guararapes,3518206,351820,SP,Sudeste,Aw,403
Guararema,3518305,351830,SP,Sudeste,Cfa,691
Guaratinguetá,3518404,351840,SP,Sudeste,Cwa,850
Guareí,3518503,351850,SP,Sudeste,Cfa,679
Guariba,3518602,351860,SP,Sudeste,Cwa,599
Guarujá,3518701,351870,SP,Sudeste,Af,38
Guarulhos,3518800,351880,SP,Sudeste,Cfb,807
Guatapará,3518859,351885,SP,Sudeste,Cwa,578
Guzolândia,3518909,351890,SP,Sudeste,Aw,397
Herculândia,3519006,351900,SP,Sudeste,Cfa,467
Holambra,3519055,351905,SP,Sudeste,Cfa,603
Hortolândia,3519071,351907,SP,Sudeste,Cfa,612
Iacanga,3519105,351910,SP,Sudeste,Cwa,464
Iacri,3519204,351920,SP,Sudeste,Aw,437
Iaras,3519253,351925,SP,Sudeste,Cfa,638
Ibaté,3519303,351930,SP,Sudeste,Cwa,706
Ibirá,3519402,351940,SP,Sudeste,Aw,457
Ibirarema,3519501,351950,SP,Sudeste,Cfa,460
Ibitinga,3519600,351960,SP,Sudeste,Cwa,461
Ibiúna,3519709,351970,SP,Sudeste,Cfb,840
Icém,3519808,351980,SP,Sudeste,Aw,473
Iepê,3519907,351990,SP,Sudeste,Cfa,398
Igaraçu do Tietê,3520004,352000,SP,Sudeste,Cfa,519
Igarapava,3520103,352010,SP,Sudeste,Aw,625
Igaratá,3520202,352020,SP,Sudeste,Cfb,746
Iguape,3520301,352030,SP,Sudeste,Af,60
Ilhabela,3520400,352040,SP,Sudeste,Cfa,421
Ilha Comprida,3520426,352042,SP,Sudeste,Cfa,8
Ilha Solteira,3520442,352044,SP,Sudeste,Aw,350
Indaiatuba,3520509,352050,SP,Sudeste,Cfa,628
Indiana,3520608,352060,SP,Sudeste,Aw,426
Indiaporã,3520707,352070,SP,Sudeste,Aw,428
Inúbia Paulista,3520806,352080,SP,Sudeste,Aw,422
Ipaussu,3520905,352090,SP,Sudeste,Cfa,582
Iperó,3521002,352100,SP,Sudeste,Cfa,615
Ipeúna,3521101,352110,SP,Sudeste,Cwa,620
Ipiguá,3521150,352115,SP,Sudeste,Aw,506
Iporanga,3521200,352120,SP,Sudeste,Cfa,462
Ipuã,3521309,352130,SP,Sudeste,Aw,579
Iracemápolis,3521408,352140,SP,Sudeste,Cwa,599
Irapuã,3521507,352150,SP,Sudeste,Aw,443
Irapuru,3521606,352160,SP,Sudeste,Aw,376
Itaberá,3521705,352170,SP,Sudeste,Cfa,655
Itaí,3521804,352180,SP,Sudeste,Cfa,636
Itajobi,3521903,352190,SP,Sudeste,Aw,493
Itaju,3522000,352200,SP,Sudeste,Cwa,472
Itanhaém,3522109,352210,SP,Sudeste,Af,201
Itaóca,3522158,352215,SP,Sudeste,Cfa,379
Itapecerica da Serra,3522208,352220,SP,Sudeste,Cfb,840
Itapetininga,3522307,352230,SP,Sudeste,Cfa,671
Itapeva,3522406,352240,SP,Sudeste,Cfa,734
Itapevi,3522505,352250,SP,Sudeste,Cfb,830
Itapira,3522604,352260,SP,Sudeste,Cwa,717
Itapirapuã Paulista,3522653,352265,SP,Sudeste,Cfa,673
Itápolis,3522703,352270,SP,Sudeste,Cwa,501
Itaporanga,3522802,352280,SP,Sudeste,Cfa,546
Itapuí,3522901,352290,SP,Sudeste,Cfa,492
Itapura,3523008,352300,SP,Sudeste,Aw,331
Itaquaquecetuba,3523107,352310,SP,Sudeste,Cfb,761
Itararé,3523206,352320,SP,Sudeste,Cfa,764
Itariri,3523305,352330,SP,Sudeste,Cfa,343
Itatiba,3523404,352340,SP,Sudeste,Cfb,806
Itatinga,3523503,352350,SP,Sudeste,Cfa,714
Itirapina,3523602,352360,SP,Sudeste,Cwa,801
Itirapuã,3523701,352370,SP,Sudeste,Cwb,899
Itobi,3523800,352380,SP,Sudeste,Cwa,788
Itu,3523909,352390,SP,Sudeste,Cfa,651
Itupeva,3524006,352400,SP,Sudeste,Cfa,730
Ituverava,3524105,352410,SP,Sudeste,Cwa,636
Jaborandi,3524204,352420,SP,Sudeste,Aw,519
Jaboticabal,3524303,352430,SP,Sudeste,Cwa,589
Jacareí,3524402,352440,SP,Sudeste,Cfa,634
Jaci,3524501,352450,SP,Sudeste,Aw,477
Jacupiranga,3524600,352460,SP,Sudeste,Cfa,174
Jaguariúna,3524709,352470,SP,Sudeste,Cfa,600
Jales,3524808,352480,SP,Sudeste,Aw,450
Jambeiro,3524907,352490,SP,Sudeste,Cfb,750
Jandira,3525003,352500,SP,Sudeste,Cfb,791
Jardinópolis,3525102,352510,SP,Sudeste,Cwa,575
Jarinu,3525201,352520,SP,Sudeste,Cfb,817
Jaú,3525300,352530,SP,Sudeste,Cfa,564
Jeriquara,3525409,352540,SP,Sudeste,Cwa,869
Joanópolis,3525508,352550,SP,Sudeste,Cfb,1091
João Ramalho,3525607,352560,SP,Sudeste,Cfa,471
José Bonifácio,3525706,352570,SP,Sudeste,Aw,427
